investigation_id,audit_question,investigation_type,status,created_date,completed_date,scope_period_start,scope_period_end,created_by_employee_id
INV-00160,Are there active contracts with BLACKLISTED vendors?,COMPLIANCE_REVIEW,COMPLETED,2024-05-14,2024-10-01,2023-08-30,2024-04-27,EMP-65362
INV-00161,Which vendors received payments after their compliance certificate expired?,CONTRACT_AUDIT,OPEN,2022-03-30,,2021-02-12,2022-03-14,EMP-61051
INV-00162,Which transactions exceeded the approval authority limits of the authorising officer?,COMPLIANCE_REVIEW,COMPLETED,2023-11-16,2024-03-17,2023-06-20,2023-11-07,EMP-28905
INV-00163,Which expense claims were submitted without an attached receipt?,EXPENSE_AUDIT,COMPLETED,2023-05-31,2023-10-15,2022-06-16,2023-05-21,EMP-43794
INV-00164,Identify duplicate expense claims submitted by the same employee within 7 days.,APPROVAL_LIMIT_REVIEW,COMPLETED,2024-02-24,2024-04-09,2022-08-07,2024-02-21,EMP-17483
INV-00165,Which transactions exhibit patterns consistent with split payment fraud?,APPROVAL_LIMIT_REVIEW,IN_PROGRESS,2022-08-28,,2021-11-28,2022-08-14,EMP-22764
INV-00166,Which vendors have not completed mandatory compliance assessments?,APPROVAL_LIMIT_REVIEW,COMPLETED,2022-04-10,2022-07-03,2021-11-23,2022-03-14,EMP-71000
INV-00167,Which transactions exceeded the approval authority limits of the authorising officer?,POLICY_BREACH_REVIEW,COMPLETED,2023-02-16,2023-04-09,2021-03-17,2023-02-15,EMP-45552
INV-00168,Which vendors have not completed mandatory compliance assessments?,CONTRACT_AUDIT,ON_HOLD,2022-02-24,,2021-07-16,2022-02-23,EMP-12705
INV-00169,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,APPROVAL_LIMIT_REVIEW,IN_PROGRESS,2022-11-12,,2021-10-05,2022-11-05,EMP-7596
INV-00170,Which expense claims exceed the policy limit for the stated category?,VENDOR_RISK_ASSESSMENT,COMPLETED,2024-01-02,2024-02-06,2023-08-26,2023-12-17,EMP-27067
INV-00171,Which high-risk or critical-risk vendors have received payments in the past 12 months?,VENDOR_RISK_ASSESSMENT,COMPLETED,2023-02-04,2023-04-20,2021-10-07,2023-02-03,EMP-65676
INV-00172,Which transactions exhibit patterns consistent with split payment fraud?,COMPLIANCE_REVIEW,COMPLETED,2023-02-01,2023-04-23,2021-06-23,2023-01-30,EMP-393
INV-00173,Which expense claims exceed the policy limit for the stated category?,FRAUD_INVESTIGATION,COMPLETED,2021-06-20,2021-11-22,2020-09-06,2021-06-06,EMP-22662
INV-00174,Which escalated approvals were not subsequently ratified at the required level?,FRAUD_INVESTIGATION,COMPLETED,2022-02-18,2022-04-12,2021-06-14,2022-01-28,EMP-66055
INV-00175,Identify vendors operating without a valid compliance certificate.,VENDOR_RISK_ASSESSMENT,COMPLETED,2023-01-30,2023-03-06,2021-09-21,2023-01-13,EMP-2843
INV-00176,Which transactions exceeded the approval authority limits of the authorising officer?,POLICY_BREACH_REVIEW,OPEN,2024-05-29,,2024-02-08,2024-05-01,EMP-62873
INV-00177,Are there transactions to the same beneficiary from multiple employees?,COMPLIANCE_REVIEW,COMPLETED,2023-03-22,2023-04-14,2021-11-21,2023-03-14,EMP-6423
INV-00178,Which transactions exhibit patterns consistent with split payment fraud?,EXPENSE_AUDIT,COMPLETED,2022-08-10,2022-10-03,2021-08-11,2022-07-23,EMP-4611
INV-00179,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,APPROVAL_LIMIT_REVIEW,ON_HOLD,2024-02-12,,2023-05-11,2024-02-12,EMP-43206
INV-00180,Are compliance records current for all vendors with active contracts?,CONTRACT_AUDIT,COMPLETED,2022-11-28,2023-01-19,2022-08-15,2022-11-23,EMP-27295
INV-00181,Are compliance records current for all vendors with active contracts?,CONTRACT_AUDIT,COMPLETED,2022-05-24,2022-07-26,2022-01-15,2022-04-30,EMP-74209
INV-00182,Which transactions exhibit patterns consistent with split payment fraud?,COMPLIANCE_REVIEW,COMPLETED,2022-08-31,2022-09-22,2022-04-14,2022-08-22,EMP-2356
INV-00183,Identify duplicate expense claims submitted by the same employee within 7 days.,APPROVAL_LIMIT_REVIEW,COMPLETED,2023-05-18,2023-07-06,2021-05-19,2023-05-06,EMP-20593
INV-00184,Which escalated approvals were not subsequently ratified at the required level?,EXPENSE_AUDIT,COMPLETED,2024-04-30,2024-07-31,2023-03-09,2024-04-05,EMP-27678
INV-00185,Are compliance records current for all vendors with active contracts?,FRAUD_INVESTIGATION,IN_PROGRESS,2023-01-23,,2021-05-25,2023-01-09,EMP-33300
INV-00186,Are there active contracts with BLACKLISTED vendors?,VENDOR_RISK_ASSESSMENT,COMPLETED,2022-05-12,2022-06-01,2021-08-15,2022-04-25,EMP-50095
INV-00187,Are there transactions to the same beneficiary from multiple employees?,EXPENSE_AUDIT,COMPLETED,2021-12-16,2022-06-09,2020-11-12,2021-12-08,EMP-9163
INV-00188,Which escalated approvals were not subsequently ratified at the required level?,FINANCIAL_INVESTIGATION,COMPLETED,2024-05-08,2024-06-18,2022-11-02,2024-04-28,EMP-59246
INV-00189,Which transactions exceeded the approval authority limits of the authorising officer?,EXPENSE_AUDIT,COMPLETED,2021-06-04,2021-08-24,2020-11-12,2021-05-21,EMP-35110
INV-00190,Identify duplicate expense claims submitted by the same employee within 7 days.,APPROVAL_LIMIT_REVIEW,COMPLETED,2023-08-04,2024-01-26,2022-09-02,2023-07-06,EMP-66054
INV-00191,Which expense claims exceed the policy limit for the stated category?,FRAUD_INVESTIGATION,OPEN,2022-08-30,,2021-01-27,2022-08-22,EMP-52793
INV-00192,Identify transactions with round-number amounts processed outside business hours.,CONTRACT_AUDIT,ON_HOLD,2022-05-29,,2021-07-01,2022-05-07,EMP-27573
INV-00193,Which vendors received payments after their compliance certificate expired?,FINANCIAL_INVESTIGATION,COMPLETED,2024-03-15,2024-05-02,2023-05-10,2024-02-24,EMP-16970
INV-00194,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,COMPLIANCE_REVIEW,COMPLETED,2022-11-25,2023-01-24,2022-03-27,2022-11-10,EMP-12818
INV-00195,Are there transactions to the same beneficiary from multiple employees?,FRAUD_INVESTIGATION,COMPLETED,2023-08-09,2023-10-09,2022-05-28,2023-07-27,EMP-29377
INV-00196,Which escalated approvals were not subsequently ratified at the required level?,POLICY_BREACH_REVIEW,COMPLETED,2022-02-26,2022-03-23,2021-04-19,2022-02-08,EMP-33928
INV-00197,Are there active contracts with BLACKLISTED vendors?,POLICY_BREACH_REVIEW,COMPLETED,2022-07-14,2022-09-15,2021-07-25,2022-06-24,EMP-44918
INV-00198,Are there expense claims approved by the submitting employee (self-approval)?,CONTRACT_AUDIT,COMPLETED,2021-10-09,2022-04-01,2019-12-31,2021-10-06,EMP-CORP-00282
INV-00199,Identify duplicate expense claims submitted by the same employee within 7 days.,VENDOR_RISK_ASSESSMENT,IN_PROGRESS,2021-10-01,,2020-02-24,2021-09-20,EMP-10758
INV-00200,Which escalated approvals were not subsequently ratified at the required level?,FRAUD_INVESTIGATION,COMPLETED,2023-12-09,2024-04-04,2023-04-21,2023-11-25,EMP-35362
INV-00201,Which high-risk or critical-risk vendors have received payments in the past 12 months?,POLICY_BREACH_REVIEW,COMPLETED,2024-02-29,2024-05-12,2023-01-21,2024-02-02,EMP-39729
INV-00202,Which transactions exceeded the approval authority limits of the authorising officer?,APPROVAL_LIMIT_REVIEW,COMPLETED,2022-08-31,2022-12-26,2020-09-08,2022-08-28,EMP-26170
INV-00203,Are there expense claims approved by the submitting employee (self-approval)?,COMPLIANCE_REVIEW,COMPLETED,2023-10-17,2024-02-05,2022-08-21,2023-10-09,EMP-22268
INV-00204,Are there transactions approved by employees whose authority limit was insufficient?,EXPENSE_AUDIT,COMPLETED,2022-05-17,2022-08-01,2021-10-28,2022-05-08,EMP-28603
INV-00205,Which expense claims exceed the policy limit for the stated category?,FINANCIAL_INVESTIGATION,IN_PROGRESS,2024-02-06,,2023-06-30,2024-01-27,EMP-29002
INV-00206,Identify contracts with unusually high values relative to vendor risk tier.,CONTRACT_AUDIT,COMPLETED,2022-01-13,2022-03-11,2020-12-14,2022-01-07,EMP-23801
INV-00207,Which vendors are marked NON_COMPLIANT under ISO 27001 or SOC 2?,APPROVAL_LIMIT_REVIEW,COMPLETED,2022-12-01,2023-01-29,2022-04-30,2022-11-01,EMP-58533
INV-00208,Which expense claims exceed the policy limit for the stated category?,EXPENSE_AUDIT,COMPLETED,2023-09-28,2023-10-18,2022-06-02,2023-09-14,EMP-66119
INV-00209,Identify vendors operating without a valid compliance certificate.,EXPENSE_AUDIT,COMPLETED,2023-05-23,2023-09-13,2021-12-16,2023-05-02,EMP-8462
INV-00210,Which transactions exceeded the approval authority limits of the authorising officer?,FINANCIAL_INVESTIGATION,IN_PROGRESS,2023-12-02,,2023-02-10,2023-11-29,EMP-72481
INV-00211,Identify all approvals made by terminated employees during the audit period.,APPROVAL_LIMIT_REVIEW,IN_PROGRESS,2021-08-26,,2019-09-03,2021-08-20,EMP-65877
INV-00212,Identify contracts with unusually high values relative to vendor risk tier.,CONTRACT_AUDIT,COMPLETED,2022-03-07,2022-04-13,2021-01-15,2022-02-20,EMP-285
INV-00213,Which audit findings are supported by multiple independent evidence sources?,POLICY_BREACH_REVIEW,COMPLETED,2022-06-11,2022-11-01,2020-11-18,2022-06-04,EMP-41402
INV-00214,Which audit findings are supported by multiple independent evidence sources?,EXPENSE_AUDIT,ON_HOLD,2022-04-13,,2020-11-18,2022-03-17,EMP-45679
INV-00215,Are there transactions to the same beneficiary from multiple employees?,EXPENSE_AUDIT,COMPLETED,2022-03-07,2022-07-03,2020-06-11,2022-03-05,EMP-37051
INV-00216,Which transactions exceeded the approval authority limits of the authorising officer?,FINANCIAL_INVESTIGATION,COMPLETED,2023-08-19,2023-09-30,2022-05-11,2023-08-09,EMP-37724
INV-00217,Which transactions exhibit patterns consistent with split payment fraud?,FINANCIAL_INVESTIGATION,IN_PROGRESS,2023-12-14,,2023-05-20,2023-11-30,EMP-7043
INV-00218,Are there transactions to the same beneficiary from multiple employees?,VENDOR_RISK_ASSESSMENT,OPEN,2022-10-06,,2021-04-18,2022-09-11,EMP-72156
INV-00219,Which transactions exhibit patterns consistent with split payment fraud?,FRAUD_INVESTIGATION,IN_PROGRESS,2024-01-30,,2023-04-10,2024-01-22,EMP-15702
INV-00220,Which audit findings are supported by multiple independent evidence sources?,FRAUD_INVESTIGATION,OPEN,2022-07-06,,2021-11-29,2022-06-16,EMP-6735
INV-00221,Identify contracts with unusually high values relative to vendor risk tier.,EXPENSE_AUDIT,COMPLETED,2023-10-15,2024-03-16,2023-02-09,2023-10-01,EMP-41520
INV-00222,Identify contracts with unusually high values relative to vendor risk tier.,COMPLIANCE_REVIEW,COMPLETED,2022-02-22,2022-04-14,2021-09-16,2022-02-05,EMP-54665
INV-00223,Are there transactions to the same beneficiary from multiple employees?,POLICY_BREACH_REVIEW,COMPLETED,2023-06-04,2023-06-30,2022-07-12,2023-05-06,EMP-39363
INV-00224,Which transactions exhibit patterns consistent with split payment fraud?,COMPLIANCE_REVIEW,COMPLETED,2023-09-23,2024-02-16,2023-03-10,2023-09-01,EMP-1868
INV-00225,Which escalated approvals were not subsequently ratified at the required level?,VENDOR_RISK_ASSESSMENT,COMPLETED,2023-11-23,2024-03-04,2022-04-04,2023-11-03,EMP-18681
INV-00226,Which high-risk or critical-risk vendors have received payments in the past 12 months?,EXPENSE_AUDIT,IN_PROGRESS,2023-07-12,,2021-12-14,2023-06-25,EMP-68327
INV-00227,Which high-risk or critical-risk vendors have received payments in the past 12 months?,POLICY_BREACH_REVIEW,COMPLETED,2023-09-14,2023-11-06,2022-07-07,2023-09-09,EMP-29341
INV-00228,Are there transactions to the same beneficiary from multiple employees?,VENDOR_RISK_ASSESSMENT,OPEN,2023-04-14,,2021-10-05,2023-04-08,EMP-47515
INV-00229,Are there active contracts with BLACKLISTED vendors?,EXPENSE_AUDIT,OPEN,2023-05-23,,2022-10-30,2023-05-06,EMP-20977
INV-00230,Which vendors have not completed mandatory compliance assessments?,CONTRACT_AUDIT,COMPLETED,2022-09-14,2023-01-12,2021-05-27,2022-08-18,EMP-39986
INV-00231,Which escalated approvals were not subsequently ratified at the required level?,COMPLIANCE_REVIEW,OPEN,2021-12-25,,2020-09-28,2021-12-15,EMP-44149
INV-00232,Which expense claims were submitted without an attached receipt?,VENDOR_RISK_ASSESSMENT,COMPLETED,2021-12-03,2022-04-30,2021-03-11,2021-11-04,EMP-72450
INV-00233,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,FINANCIAL_INVESTIGATION,IN_PROGRESS,2024-05-19,,2022-12-14,2024-05-12,EMP-65876
INV-00234,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,FINANCIAL_INVESTIGATION,COMPLETED,2023-01-24,2023-06-25,2021-07-19,2023-01-12,EMP-38672
INV-00235,Which high-risk or critical-risk vendors have received payments in the past 12 months?,CONTRACT_AUDIT,COMPLETED,2021-06-05,2021-11-20,2020-06-28,2021-05-28,EMP-54415
INV-00236,Identify vendors operating without a valid compliance certificate.,VENDOR_RISK_ASSESSMENT,COMPLETED,2021-08-31,2022-01-03,2019-09-27,2021-08-11,EMP-35624
INV-00237,Which audit findings are supported by multiple independent evidence sources?,FRAUD_INVESTIGATION,COMPLETED,2023-03-09,2023-06-05,2022-06-11,2023-02-24,EMP-43203
INV-00238,Which escalated approvals were not subsequently ratified at the required level?,POLICY_BREACH_REVIEW,COMPLETED,2022-01-17,2022-06-07,2021-06-24,2021-12-24,EMP-23084
INV-00239,Which high-risk or critical-risk vendors have received payments in the past 12 months?,FRAUD_INVESTIGATION,COMPLETED,2021-10-01,2022-02-16,2019-12-21,2021-09-06,EMP-33290
INV-00240,Identify vendors operating without a valid compliance certificate.,EXPENSE_AUDIT,COMPLETED,2023-04-03,2023-09-28,2021-10-16,2023-03-20,EMP-52441
INV-00241,Which escalated approvals were not subsequently ratified at the required level?,FRAUD_INVESTIGATION,ON_HOLD,2024-03-16,,2023-10-30,2024-02-27,EMP-46375
INV-00242,Are there active contracts with BLACKLISTED vendors?,APPROVAL_LIMIT_REVIEW,COMPLETED,2024-01-24,2024-02-09,2023-03-24,2024-01-10,EMP-3072
INV-00243,Identify duplicate expense claims submitted by the same employee within 7 days.,APPROVAL_LIMIT_REVIEW,IN_PROGRESS,2023-06-02,,2021-06-11,2023-05-12,EMP-23951
INV-00244,Which vendors have not completed mandatory compliance assessments?,FRAUD_INVESTIGATION,COMPLETED,2022-03-15,2022-04-03,2020-08-07,2022-02-22,EMP-22982
INV-00245,Which transactions exhibit patterns consistent with split payment fraud?,APPROVAL_LIMIT_REVIEW,ON_HOLD,2022-08-21,,2021-09-12,2022-07-27,EMP-70426
INV-00246,Which transactions exceeded the approval authority limits of the authorising officer?,EXPENSE_AUDIT,COMPLETED,2024-03-23,2024-07-08,2022-11-10,2024-03-17,EMP-38394
INV-00247,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,FINANCIAL_INVESTIGATION,IN_PROGRESS,2024-04-17,,2023-03-11,2024-04-14,EMP-37691
INV-00248,Identify vendors operating without a valid compliance certificate.,FRAUD_INVESTIGATION,COMPLETED,2021-09-19,2022-02-22,2021-02-19,2021-09-15,EMP-47253
INV-00249,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,POLICY_BREACH_REVIEW,COMPLETED,2022-03-05,2022-04-02,2020-06-27,2022-02-18,EMP-5177
INV-00250,Identify duplicate expense claims submitted by the same employee within 7 days.,VENDOR_RISK_ASSESSMENT,IN_PROGRESS,2021-11-02,,2021-05-17,2021-10-07,EMP-23011
INV-00251,Which escalated approvals were not subsequently ratified at the required level?,EXPENSE_AUDIT,COMPLETED,2023-02-27,2023-03-14,2022-03-30,2023-01-30,EMP-69213
INV-00252,Identify contracts with unusually high values relative to vendor risk tier.,EXPENSE_AUDIT,COMPLETED,2021-07-13,2021-07-31,2020-07-14,2021-06-23,EMP-11354
INV-00253,Which high-risk or critical-risk vendors have received payments in the past 12 months?,EXPENSE_AUDIT,COMPLETED,2023-05-21,2023-07-23,2022-08-21,2023-04-28,EMP-47583
INV-00254,Identify contracts with unusually high values relative to vendor risk tier.,FRAUD_INVESTIGATION,COMPLETED,2022-11-25,2023-03-09,2021-12-06,2022-11-17,EMP-8302
INV-00255,Which expense claims were submitted without an attached receipt?,CONTRACT_AUDIT,IN_PROGRESS,2022-10-09,,2020-10-18,2022-09-30,EMP-8484
INV-00256,Which audit findings are supported by multiple independent evidence sources?,VENDOR_RISK_ASSESSMENT,OPEN,2021-06-20,,2019-07-18,2021-05-30,EMP-24073
INV-00257,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,COMPLIANCE_REVIEW,COMPLETED,2022-05-11,2022-06-25,2021-12-20,2022-04-17,EMP-41831
INV-00258,Which transactions exceeded the approval authority limits of the authorising officer?,FRAUD_INVESTIGATION,COMPLETED,2024-02-18,2024-06-09,2022-05-05,2024-01-21,EMP-13976
INV-00259,Are there transactions to the same beneficiary from multiple employees?,POLICY_BREACH_REVIEW,COMPLETED,2023-01-23,2023-04-05,2022-01-15,2022-12-27,EMP-17212
INV-00260,Which vendors are marked NON_COMPLIANT under ISO 27001 or SOC 2?,COMPLIANCE_REVIEW,COMPLETED,2023-08-08,2023-10-09,2021-12-31,2023-07-10,EMP-28139
INV-00261,Identify duplicate expense claims submitted by the same employee within 7 days.,CONTRACT_AUDIT,OPEN,2023-06-25,,2022-05-06,2023-06-19,EMP-43509
INV-00262,Which high-risk or critical-risk vendors have received payments in the past 12 months?,EXPENSE_AUDIT,COMPLETED,2023-11-10,2023-11-28,2022-06-12,2023-11-06,EMP-38255
INV-00263,Are there active contracts with BLACKLISTED vendors?,CONTRACT_AUDIT,COMPLETED,2022-04-13,2022-05-10,2021-04-03,2022-03-14,EMP-21051
INV-00264,Which expense claims exceed the policy limit for the stated category?,APPROVAL_LIMIT_REVIEW,COMPLETED,2022-07-29,2022-08-25,2020-12-22,2022-07-10,EMP-72113
INV-00265,Identify transactions with round-number amounts processed outside business hours.,EXPENSE_AUDIT,COMPLETED,2023-11-03,2024-03-10,2022-11-09,2023-10-22,EMP-57688
INV-00266,Are compliance records current for all vendors with active contracts?,FRAUD_INVESTIGATION,COMPLETED,2022-01-11,2022-06-10,2020-08-08,2021-12-29,EMP-56683
INV-00267,Are compliance records current for all vendors with active contracts?,EXPENSE_AUDIT,COMPLETED,2023-07-14,2023-11-05,2021-10-09,2023-06-17,EMP-45098
INV-00268,Which audit findings are supported by multiple independent evidence sources?,APPROVAL_LIMIT_REVIEW,IN_PROGRESS,2023-04-23,,2022-02-08,2023-04-17,EMP-68709
INV-00269,Which transactions exhibit patterns consistent with split payment fraud?,CONTRACT_AUDIT,COMPLETED,2023-01-02,2023-02-22,2022-01-15,2022-12-18,EMP-20359
INV-00270,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,FINANCIAL_INVESTIGATION,COMPLETED,2023-06-09,2023-10-06,2023-03-10,2023-06-02,EMP-3077
INV-00271,Are there expense claims approved by the submitting employee (self-approval)?,FINANCIAL_INVESTIGATION,IN_PROGRESS,2022-10-20,,2021-11-24,2022-09-22,EMP-51763
INV-00272,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,VENDOR_RISK_ASSESSMENT,ON_HOLD,2024-01-22,,2023-02-20,2024-01-14,EMP-72148
INV-00273,Identify all approvals made by terminated employees during the audit period.,POLICY_BREACH_REVIEW,IN_PROGRESS,2022-09-25,,2021-09-27,2022-09-14,EMP-72541
INV-00274,Identify all approvals made by terminated employees during the audit period.,COMPLIANCE_REVIEW,COMPLETED,2024-01-02,2024-04-05,2022-06-25,2023-12-30,EMP-72061
INV-00275,Identify duplicate expense claims submitted by the same employee within 7 days.,EXPENSE_AUDIT,COMPLETED,2022-06-22,2022-10-15,2020-07-23,2022-06-05,EMP-24924
INV-00276,Which audit findings are supported by multiple independent evidence sources?,APPROVAL_LIMIT_REVIEW,OPEN,2023-03-13,,2021-07-18,2023-03-08,EMP-3216
INV-00277,Are there active contracts with BLACKLISTED vendors?,POLICY_BREACH_REVIEW,IN_PROGRESS,2022-05-01,,2021-08-10,2022-04-12,EMP-16042
INV-00278,Identify duplicate expense claims submitted by the same employee within 7 days.,CONTRACT_AUDIT,COMPLETED,2022-03-26,2022-07-30,2021-12-14,2022-03-12,EMP-73148
INV-00279,Identify vendors operating without a valid compliance certificate.,FINANCIAL_INVESTIGATION,IN_PROGRESS,2023-10-06,,2022-05-14,2023-09-07,EMP-37676
INV-00280,Identify all approvals made by terminated employees during the audit period.,FRAUD_INVESTIGATION,COMPLETED,2022-02-18,2022-06-08,2020-04-06,2022-01-19,EMP-30079
INV-00281,Identify transactions with round-number amounts processed outside business hours.,CONTRACT_AUDIT,IN_PROGRESS,2024-05-03,,2023-12-16,2024-04-30,EMP-CORP-00092
INV-00282,Identify findings with confidence scores below 0.5 that have been marked VALIDATED.,FINANCIAL_INVESTIGATION,COMPLETED,2023-12-24,2024-06-20,2023-05-18,2023-11-29,EMP-38790
INV-00283,Which expense claims exceed the policy limit for the stated category?,COMPLIANCE_REVIEW,IN_PROGRESS,2022-06-19,,2021-02-28,2022-05-22,EMP-20461
INV-00284,Which expense claims were submitted without an attached receipt?,FINANCIAL_INVESTIGATION,OPEN,2022-11-10,,2022-07-02,2022-10-15,EMP-54597
INV-00285,Which transactions exceeded the approval authority limits of the authorising officer?,COMPLIANCE_REVIEW,OPEN,2023-09-06,,2022-07-13,2023-08-19,EMP-61530
INV-00286,Which transactions exhibit patterns consistent with split payment fraud?,VENDOR_RISK_ASSESSMENT,IN_PROGRESS,2023-02-03,,2022-06-19,2023-01-29,EMP-29105
INV-00287,Identify transactions with round-number amounts processed outside business hours.,FINANCIAL_INVESTIGATION,COMPLETED,2023-02-12,2023-06-10,2022-08-23,2023-01-24,EMP-63743
INV-00288,Which vendors are marked NON_COMPLIANT under ISO 27001 or SOC 2?,FINANCIAL_INVESTIGATION,OPEN,2021-11-05,,2021-04-18,2021-10-13,EMP-54894
INV-00289,Are there transactions to the same beneficiary from multiple employees?,COMPLIANCE_REVIEW,COMPLETED,2021-08-09,2021-10-21,2019-09-03,2021-07-17,EMP-34221
INV-00290,Are compliance records current for all vendors with active contracts?,APPROVAL_LIMIT_REVIEW,COMPLETED,2022-04-06,2022-07-02,2020-06-25,2022-03-08,EMP-3962
INV-00291,Identify all approvals made by terminated employees during the audit period.,POLICY_BREACH_REVIEW,IN_PROGRESS,2021-11-10,,2020-03-03,2021-11-07,EMP-64334
INV-00292,Which transactions exceeded the approval authority limits of the authorising officer?,FINANCIAL_INVESTIGATION,COMPLETED,2023-09-14,2023-11-30,2022-10-14,2023-09-09,EMP-42254
INV-00293,Which escalated approvals were not subsequently ratified at the required level?,CONTRACT_AUDIT,COMPLETED,2023-11-29,2024-04-17,2022-01-15,2023-11-04,EMP-9882
INV-00294,Which vendors are marked NON_COMPLIANT under ISO 27001 or SOC 2?,FRAUD_INVESTIGATION,COMPLETED,2023-07-04,2023-11-01,2022-01-03,2023-06-13,EMP-17774
INV-00295,Which audit findings are supported by multiple independent evidence sources?,EXPENSE_AUDIT,ON_HOLD,2023-08-05,,2022-06-18,2023-07-31,EMP-55488
INV-00296,Which expense claims were submitted without an attached receipt?,VENDOR_RISK_ASSESSMENT,OPEN,2022-05-21,,2021-07-12,2022-05-20,EMP-49221
INV-00297,Are compliance records current for all vendors with active contracts?,FRAUD_INVESTIGATION,COMPLETED,2022-08-08,2023-01-21,2020-09-18,2022-07-29,EMP-42120
INV-00298,Which transactions exceeded the approval authority limits of the authorising officer?,CONTRACT_AUDIT,OPEN,2023-01-15,,2021-03-06,2023-01-14,EMP-6713
INV-00299,Which contracts have passed their end date but remain in ACTIVE status?,CONTRACT_AUDIT,COMPLETED,2024-01-22,2024-05-10,2022-07-06,2023-12-24,EMP-8735
INV-00300,Which audit findings are supported by multiple independent evidence sources?,VENDOR_RISK_ASSESSMENT,COMPLETED,2021-06-19,2021-09-14,2019-11-01,2021-06-11,MGR-2.0
INV-00301,Which vendors are marked NON_COMPLIANT under ISO 27001 or SOC 2?,POLICY_BREACH_REVIEW,COMPLETED,2022-04-12,2022-07-11,2020-05-22,2022-04-12,EMP-35276
INV-00302,Which expense claims were submitted without an attached receipt?,FINANCIAL_INVESTIGATION,COMPLETED,2022-03-05,2022-04-28,2020-12-21,2022-02-04,EMP-60136
INV-00303,Which transactions exceeded the approval authority limits of the authorising officer?,EXPENSE_AUDIT,IN_PROGRESS,2022-09-10,,2021-06-04,2022-09-07,EMP-57424
INV-00304,Identify vendors operating without a valid compliance certificate.,FRAUD_INVESTIGATION,COMPLETED,2024-03-03,2024-04-20,2023-03-17,2024-02-26,EMP-49398
INV-00305,Are there expense claims approved by the submitting employee (self-approval)?,VENDOR_RISK_ASSESSMENT,COMPLETED,2023-06-12,2023-08-21,2022-05-13,2023-06-10,EMP-33237
INV-00306,Which transactions exceeded the approval authority limits of the authorising officer?,FINANCIAL_INVESTIGATION,ON_HOLD,2022-12-25,,2021-01-06,2022-11-27,EMP-48954
INV-00307,Identify duplicate expense claims submitted by the same employee within 7 days.,EXPENSE_AUDIT,COMPLETED,2023-09-30,2024-02-12,2022-06-12,2023-09-02,EMP-27163
INV-00308,Are there transactions approved by employees whose authority limit was insufficient?,FINANCIAL_INVESTIGATION,COMPLETED,2022-07-25,2022-10-23,2021-08-11,2022-07-23,EMP-635
INV-00309,Which transactions exceeded the approval authority limits of the authorising officer?,COMPLIANCE_REVIEW,COMPLETED,2023-04-02,2023-08-02,2021-08-03,2023-03-06,EMP-36229
INV-00310,Are there active contracts with BLACKLISTED vendors?,APPROVAL_LIMIT_REVIEW,IN_PROGRESS,2023-04-11,,2021-09-16,2023-03-21,EMP-1862
INV-00311,Identify vendors operating without a valid compliance certificate.,VENDOR_RISK_ASSESSMENT,COMPLETED,2023-08-16,2024-01-02,2022-07-12,2023-07-20,EMP-59724
INV-00312,Identify transactions with round-number amounts processed outside business hours.,APPROVAL_LIMIT_REVIEW,COMPLETED,2023-04-19,2023-07-08,2022-01-05,2023-03-23,EMP-25139
INV-00313,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,COMPLIANCE_REVIEW,OPEN,2023-12-16,,2023-01-05,2023-12-09,EMP-71760
INV-00314,Which vendors are marked NON_COMPLIANT under ISO 27001 or SOC 2?,FINANCIAL_INVESTIGATION,COMPLETED,2022-05-14,2022-10-22,2021-09-25,2022-04-20,EMP-39176
INV-00315,Identify vendors operating without a valid compliance certificate.,FINANCIAL_INVESTIGATION,COMPLETED,2023-09-18,2023-10-20,2022-04-09,2023-09-16,EMP-27366
INV-00316,Identify transactions with round-number amounts processed outside business hours.,COMPLIANCE_REVIEW,COMPLETED,2023-07-19,2023-09-05,2022-08-08,2023-07-06,EMP-66268
INV-00317,Are there active contracts with BLACKLISTED vendors?,VENDOR_RISK_ASSESSMENT,IN_PROGRESS,2021-07-12,,2020-12-01,2021-06-15,EMP-7137
INV-00318,Which vendors have not completed mandatory compliance assessments?,EXPENSE_AUDIT,COMPLETED,2021-08-29,2022-02-14,2021-03-07,2021-08-09,EMP-71700
INV-00319,Identify vendors operating without a valid compliance certificate.,CONTRACT_AUDIT,COMPLETED,2023-11-02,2024-01-07,2022-04-05,2023-10-28,EMP-23535
INV-00320,Are there contracts with vendors whose risk rating is HIGH or CRITICAL?,FRAUD_INVESTIGATION,COMPLETED,2022-10-15,2023-04-01,2021-12-17,2022-09-20,EMP-60402
INV-00321,Which expense claims exceed the policy limit for the stated category?,FINANCIAL_INVESTIGATION,COMPLETED,2023-03-11,2023-06-20,2021-06-19,2023-02-21,EMP-30191
